Localidades rurales que rebasan su municipio*,,,,,
* El rebase podría ser milimétrico en algunas localidades,,,,,
Localidad rural,,,,,
"MARCO GEOESTADÍSTICO, JUNIO 2018   ",,,,,
Clave concatenada,Clave de entidad,Clave de municipio,Clave de localidad,Nombre  de  localidad,Tipo
310590009,31,59,9,San Ignacio,Rural
311010016,31,101,16,Ticimul,Rural
310760011,31,76,11,Sotuta de Peón,Rural
310930005,31,93,5,Euán,Rural
310480018,31,48,18,Santa Cruz,Rural
310980039,31,98,39,Xcobiakal (Xcobilakal),Rural
311010012,31,101,12,San Antonio Chum,Rural
310020011,31,2,11,Ticopó,Rural
310400004,31,40,4,Cuauhtémoc,Rural
310090003,31,9,3,San Antonio Xiat,Rural
310670046,31,67,46,Holactún,Rural
310940005,31,94,5,Chicán,Rural
310360012,31,36,12,San Isidro Ochil,Rural
310460065,31,46,65,Nuevo San Juan,Rural
310170083,31,17,83,Muchucuxcáh,Rural
310060002,31,6,2,X-Bec,Rural
310960050,31,96,50,San Lorenzo Chiquilá,Rural
310840003,31,84,3,Chenché de las Torres,Rural
310760003,31,76,3,Itzincab,Rural
310300076,31,30,76,Yaxché,Rural
310210024,31,21,24,Nuevo X-Habín,Rural
310500268,31,50,268,Oncán,Rural
310500090,31,50,90,Dzununcán,Rural
310340003,31,34,3,Sahcabá,Rural
310040010,31,4,10,Tixkuncheil,Rural
320230098,32,23,98,Mezquitera Norte,Rural
320100083,32,10,83,Las Catarinas,Rural
10040030,1,4,30,El Salero,Rural
320210014,32,21,14,Ventura (Buenaventura),Rural
320390004,32,39,4,Boquilla de Arriba,Rural
320080046,32,8,46,Colonia Río Verde,Rural
320100155,32,10,155,Órganos,Rural
320350012,32,35,12,Puerto de Juan Alberto,Rural
320350012,32,35,12,Puerto de Juan Alberto,Rural
320520061,32,52,61,La Puerta de Jalisco,Rural
320260250,32,26,250,Francisco Villa Uno,Rural
320100097,32,10,97,Emiliano Zapata (El Terreadero),Rural
100380009,10,38,9,San José de las Corrientes,Rural
320400017,32,40,17,Francisco I. Madero (San Isidro),Rural
140410007,14,41,7,Ciénega Grande,Rural
10020030,1,2,30,Lázaro Cárdenas,Rural
320380075,32,38,75,Jaltomate,Rural
320160061,32,16,61,Colonia Aurelio Pámanes Escobedo (El Socorro),Rural
